layer,probe,auc_mean,auc_std,ap_mean,ap_std,acc_mean,f1_mean
0,LogisticReg,0.6819418386491557,0.024918598931195336,0.7715032417656961,0.018776438929955747,0.6650082918739635,0.7420718988166102
0,Ridge,0.7094981238273922,0.01883688627257889,0.7821146770103095,0.003486611674154453,0.6650082918739635,0.7613857721676797
0,LinearSVC,0.7044168230143839,0.02497994493228027,0.7808533229989368,0.009141030187427254,0.6647821498567766,0.7799526181879123
0,SGD,0.6192776735459663,0.023669009936174306,0.6773155005858625,0.018038336817412747,0.619930649781396,0.6667456930614826
0,LDA,0.7175343964978111,0.04298193113075217,0.7831218379112821,0.023724337134809054,0.6799336650082918,0.75369755137197
0,GaussianNB,0.7296435272045029,0.05190802609736563,0.7689644107989108,0.036966393918221915,0.6699834162520729,0.6994494494494495
0,RBF-SVM,0.7271536898061287,0.05467439240856318,0.7997361746373189,0.04349636478053413,0.6748831599577868,0.7798618756881193
0,KNN,0.6322662601626017,0.03981063946145084,0.7071125208884287,0.02331388606703091,0.6197798884366049,0.6951251546279614
0,RandomForest,0.6985498749218261,0.03979909724463777,0.7734648248997189,0.046314595661843504,0.6700587969244686,0.7542024997133355
0,GradBoosting,0.729604440275172,0.05919713679273946,0.8022852083966666,0.054238975438777294,0.6847580280416102,0.7559896027969474
0,ExtraTrees,0.7443323952470293,0.04074159475604725,0.8093815938120995,0.03856109166746244,0.7148349163274537,0.7882284382284382
0,NN-DeepLinear,0.6927767354596623,0.014446732128232087,0.758335604638927,0.007904714556461235,0.639981908638625,0.678966126851773
0,NN-Residual,0.7060428392745465,0.04185263543988365,0.7717758097501651,0.042069153229799004,0.6249811548319011,0.648290522263125
0,NN-Attention,0.6799484052532834,0.03490968475323894,0.7788830762578552,0.01935737333092318,0.6102065430423639,0.6516053847699418
0,NN-Bottleneck,0.7392510944340213,0.03441963127073833,0.8129336367636045,0.020261215314246718,0.6348560229157244,0.6606606606606606
0,NN-LayerNorm,0.7229674796747968,0.028451513058516148,0.8043780961202733,0.023866375486795963,0.6649329112015678,0.6976126453250636
1,LogisticReg,0.6536585365853659,0.01790606660552771,0.7324311382823306,0.007835637460534128,0.6600331674958541,0.7315266485998193
1,Ridge,0.6775015634771733,0.026644963122139428,0.7592770831934522,0.02229276600520329,0.6500829187396352,0.753564762971258
1,LinearSVC,0.6784396497811133,0.027365665617585536,0.7499127016096424,0.021213080073539527,0.6599577868234584,0.7747559069632454
1,SGD,0.6210834896810508,0.01781259944103398,0.6782523026750495,0.015381824874985156,0.6301070405548018,0.6824516981645442
1,LDA,0.7135709818636649,0.05285755383454031,0.7984007557747915,0.031953988101923535,0.6800090456806874,0.7519868457111537
1,GaussianNB,0.7091267979987492,0.024091230716290376,0.7544671544703766,0.027825787984458433,0.665083672546359,0.7000792634595451
1,RBF-SVM,0.7024976547842402,0.036185145302979255,0.7859739499846438,0.030660139307737193,0.6700587969244686,0.770698053787072
1,KNN,0.6614915572232645,0.06402942409888794,0.7276375144380579,0.04501790559878846,0.6347052615709332,0.7025720164609054
1,RandomForest,0.6647904940587868,0.02140650917172587,0.7478412282244687,0.029901507978369053,0.6349314035881201,0.7351976530127692
1,GradBoosting,0.6536898061288304,0.030451301891531047,0.7777358128584445,0.02940743429390665,0.6399065279662294,0.7246899686658722
1,ExtraTrees,0.7381449343339587,0.014075603233393375,0.8069245393194543,0.030213363112205554,0.7099351726217398,0.7819423621522573
1,NN-DeepLinear,0.6882309255784865,0.012344453056046027,0.7514810454429695,0.020026750609661588,0.6402080506558119,0.655810502283105
1,NN-Residual,0.7194574734208881,0.0512237798423063,0.7699415457442867,0.04197270770981505,0.6748831599577868,0.7126208229770782
1,NN-Attention,0.6665963101938711,0.06963313894488098,0.7171803004920597,0.037691047075625886,0.6494798733604704,0.6981481481481482
1,NN-Bottleneck,0.735897435897436,0.024465335568841,0.8091900865683023,0.008585314951551798,0.6448816523443389,0.6845676845676847
1,NN-LayerNorm,0.7124765478424017,0.03402422342086702,0.7839117865580678,0.025340674853330244,0.6647821498567766,0.7119277341422497
2,LogisticReg,0.675656660412758,0.037847936440975956,0.752568727299597,0.029539990042244387,0.6647821498567766,0.7356099082241826
